Number of Records,Index Type,Query Time (s),EXPLAIN Plan
10000,No Index,6496.771812438965,"[('Nested Loop  (cost=954.36..1483.30 rows=2 width=168) (actual time=106.694..106.718 rows=0 loops=1)',), ('  Buffers: shared hit=703',), ('  ->  Index Scan using user_app_pkey on user_app ua  (cost=0.29..8.30 rows=1 width=33) (actual time=0.016..0.021 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=3',), ('  ->  Hash Join  (cost=954.07..1474.98 rows=2 width=143) (actual time=106.666..106.685 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=700',), ('        ->  Seq Scan on task t  (cost=0.00..446.19 rows=19919 width=44) (actual time=0.006..25.205 rows=20000 loops=1)',), ('              Buffers: shared hit=247',), ('        ->  Hash  (cost=954.05..954.05 rows=2 width=107) (actual time=55.301..55.315 rows=2 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 9kB',), ('              Buffers: shared hit=453',), ('              ->  Hash Join  (cost=415.54..954.05 rows=2 width=107) (actual time=45.149..55.296 rows=2 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=453',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..486.00 rows=20000 width=75) (actual time=0.004..25.821 rows=20000 loops=1)',), ('                          Buffers: shared hit=286',), ('                    ->  Hash  (cost=415.51..415.51 rows=2 width=40) (actual time=2.988..2.993 rows=2 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 9kB',), ('                          Buffers: shared hit=167',), ('                          ->  Seq Scan on project p  (cost=0.00..415.51 rows=2 width=40) (actual time=0.355..2.978 rows=2 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 19998',), ('                                Buffers: shared hit=167',), ('Planning:',), ('  Buffers: shared hit=21',), ('Planning Time: 0.420 ms',), ('Execution Time: 106.764 ms',)]"
10000,BTREE,1995.8257675170898,"[('Nested Loop  (cost=243.76..387.81 rows=5 width=4178) (actual time=2.104..2.139 rows=0 loops=1)',), ('  Buffers: shared hit=89',), ('  ->  Index Scan using idx_user_id_btree on user_app ua  (cost=0.29..8.30 rows=1 width=1036) (actual time=0.017..0.022 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=3',), ('  ->  Hash Join  (cost=243.48..379.46 rows=5 width=3150) (actual time=2.074..2.100 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=86',), ('        ->  Seq Scan on task t  (cost=0.00..132.68 rows=868 width=1086) (actual time=0.009..0.011 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=243.43..243.43 rows=4 width=2072) (actual time=2.055..2.074 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=85',), ('              ->  Hash Join  (cost=91.39..243.43 rows=4 width=2072) (actual time=2.051..2.066 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=85',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..150.15 rows=715 width=1040) (actual time=0.006..0.009 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=91.35..91.35 rows=3 width=1040) (actual time=2.037..2.044 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=84',), ('                          ->  Seq Scan on project p  (cost=0.00..91.35 rows=3 width=1040) (actual time=2.032..2.034 rows=0 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 10000',), ('                                Buffers: shared hit=84',), ('Planning Time: 0.326 ms',), ('Execution Time: 2.193 ms',)]"
10000,HASH,1619.7938919067383,"[('Nested Loop  (cost=243.48..387.53 rows=5 width=4178) (actual time=0.762..0.784 rows=0 loops=1)',), ('  Buffers: shared hit=88',), ('  ->  Index Scan using idx_user_id_hash on user_app ua  (cost=0.00..8.02 rows=1 width=1036) (actual time=0.006..0.009 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=2',), ('  ->  Hash Join  (cost=243.48..379.46 rows=5 width=3150) (actual time=0.750..0.766 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=86',), ('        ->  Seq Scan on task t  (cost=0.00..132.68 rows=868 width=1086) (actual time=0.003..0.004 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=243.43..243.43 rows=4 width=2072) (actual time=0.721..0.733 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=85',), ('              ->  Hash Join  (cost=91.39..243.43 rows=4 width=2072) (actual time=0.719..0.728 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=85',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..150.15 rows=715 width=1040) (actual time=0.003..0.004 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=91.35..91.35 rows=3 width=1040) (actual time=0.706..0.710 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=84',), ('                          ->  Seq Scan on project p  (cost=0.00..91.35 rows=3 width=1040) (actual time=0.704..0.705 rows=0 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 10000',), ('                                Buffers: shared hit=84',), ('Planning Time: 0.104 ms',), ('Execution Time: 0.806 ms',)]"
20000,No Index,2549.745559692383,"[('Nested Loop  (cost=486.11..765.07 rows=8 width=4178) (actual time=1.404..1.425 rows=0 loops=1)',), ('  Buffers: shared hit=172',), ('  ->  Index Scan using user_app_pkey on user_app ua  (cost=0.28..8.29 rows=1 width=1036) (actual time=0.008..0.012 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=3',), ('  ->  Hash Join  (cost=485.84..756.69 rows=8 width=3150) (actual time=1.388..1.404 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=169',), ('        ->  Seq Scan on task t  (cost=0.00..264.29 rows=1729 width=1086) (actual time=0.004..0.005 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=485.75..485.75 rows=7 width=2072) (actual time=1.375..1.386 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=168',), ('              ->  Hash Join  (cost=181.69..485.75 rows=7 width=2072) (actual time=1.372..1.382 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=168',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..300.30 rows=1430 width=1040) (actual time=0.003..0.004 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=181.61..181.61 rows=6 width=1040) (actual time=1.365..1.368 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=167',), ('                          ->  Seq Scan on project p  (cost=0.00..181.61 rows=6 width=1040) (actual time=1.362..1.363 rows=0 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 20000',), ('                                Buffers: shared hit=167',), ('Planning Time: 0.116 ms',), ('Execution Time: 1.458 ms',)]"
20000,BTREE,2537.173271179199,"[('Nested Loop  (cost=486.13..765.08 rows=8 width=4178) (actual time=1.397..1.420 rows=0 loops=1)',), ('  Buffers: shared hit=172',), ('  ->  Index Scan using idx_user_id_btree on user_app ua  (cost=0.29..8.30 rows=1 width=1036) (actual time=0.007..0.011 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=3',), ('  ->  Hash Join  (cost=485.84..756.69 rows=8 width=3150) (actual time=1.382..1.398 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=169',), ('        ->  Seq Scan on task t  (cost=0.00..264.29 rows=1729 width=1086) (actual time=0.004..0.005 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=485.75..485.75 rows=7 width=2072) (actual time=1.372..1.384 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=168',), ('              ->  Hash Join  (cost=181.69..485.75 rows=7 width=2072) (actual time=1.370..1.378 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=168',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..300.30 rows=1430 width=1040) (actual time=0.003..0.005 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=181.61..181.61 rows=6 width=1040) (actual time=1.361..1.364 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=167',), ('                          ->  Seq Scan on project p  (cost=0.00..181.61 rows=6 width=1040) (actual time=1.359..1.360 rows=0 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 20000',), ('                                Buffers: shared hit=167',), ('Planning Time: 0.119 ms',), ('Execution Time: 1.443 ms',)]"
20000,HASH,2483.109474182129,"[('Nested Loop  (cost=485.84..764.79 rows=8 width=4178) (actual time=1.387..1.409 rows=0 loops=1)',), ('  Buffers: shared hit=171',), ('  ->  Index Scan using idx_user_id_hash on user_app ua  (cost=0.00..8.02 rows=1 width=1036) (actual time=0.007..0.011 rows=1 loops=1)',), ('        Index Cond: (id_user = 2)',), ('        Buffers: shared hit=2',), ('  ->  Hash Join  (cost=485.84..756.69 rows=8 width=3150) (actual time=1.372..1.389 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=169',), ('        ->  Seq Scan on task t  (cost=0.00..264.29 rows=1729 width=1086) (actual time=0.004..0.005 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=485.75..485.75 rows=7 width=2072) (actual time=1.363..1.374 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=168',), ('              ->  Hash Join  (cost=181.69..485.75 rows=7 width=2072) (actual time=1.360..1.369 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=168',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..300.30 rows=1430 width=1040) (actual time=0.003..0.004 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=181.61..181.61 rows=6 width=1040) (actual time=1.352..1.355 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=167',), ('                          ->  Seq Scan on project p  (cost=0.00..181.61 rows=6 width=1040) (actual time=1.349..1.351 rows=0 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 20000',), ('                                Buffers: shared hit=167',), ('Planning Time: 0.121 ms',), ('Execution Time: 1.432 ms',)]"
30000,No Index,3032.12308883667,"[('Nested Loop  (cost=1433.10..1847.84 rows=1 width=1210) (actual time=2.861..2.884 rows=0 loops=1)',), ('  Buffers: shared hit=252',), ('  ->  Hash Join  (cost=1432.81..1839.53 rows=1 width=1185) (actual time=2.857..2.877 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=252',), ('        ->  Seq Scan on task t  (cost=0.00..396.97 rows=2597 width=1086) (actual time=0.006..0.008 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=1432.79..1432.79 rows=2 width=107) (actual time=2.842..2.857 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=251',), ('              ->  Hash Join  (cost=625.02..1432.79 rows=2 width=107) (actual time=2.840..2.851 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=251',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..729.00 rows=30000 width=75) (actual time=0.003..0.005 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=625.00..625.00 rows=2 width=40) (actual time=2.830..2.835 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=250',), ('                          ->  Seq Scan on project p  (cost=0.00..625.00 rows=2 width=40) (actual time=2.826..2.828 rows=0 loops=1)',), ('                                Filter: (user_id = 1)',), ('                                Rows Removed by Filter: 30000',), ('                                Buffers: shared hit=250',), ('  ->  Index Scan using user_app_pkey on user_app ua  (cost=0.29..8.30 rows=1 width=33) (never executed)',), ('        Index Cond: (id_user = 1)',), ('Planning:',), ('  Buffers: shared hit=12',), ('Planning Time: 0.287 ms',), ('Execution Time: 2.918 ms',)]"
30000,BTREE,2988.5177612304688,"[('Nested Loop  (cost=728.50..1143.49 rows=13 width=4178) (actual time=2.088..2.109 rows=0 loops=1)',), ('  Buffers: shared hit=255',), ('  ->  Index Scan using idx_user_id_btree on user_app ua  (cost=0.29..8.30 rows=1 width=1036) (actual time=0.009..0.012 rows=1 loops=1)',), ('        Index Cond: (id_user = 1)',), ('        Buffers: shared hit=3',), ('  ->  Hash Join  (cost=728.22..1135.06 rows=13 width=3150) (actual time=2.071..2.087 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=252',), ('        ->  Seq Scan on task t  (cost=0.00..396.97 rows=2597 width=1086) (actual time=0.004..0.005 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=728.08..728.08 rows=11 width=2072) (actual time=2.060..2.072 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=251',), ('              ->  Hash Join  (cost=271.99..728.08 rows=11 width=2072) (actual time=2.058..2.067 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=251',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..450.45 rows=2145 width=1040) (actual time=0.004..0.005 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=271.88..271.88 rows=9 width=1040) (actual time=2.028..2.031 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=250',), ('                          ->  Seq Scan on project p  (cost=0.00..271.88 rows=9 width=1040) (actual time=2.024..2.026 rows=0 loops=1)',), ('                                Filter: (user_id = 1)',), ('                                Rows Removed by Filter: 30000',), ('                                Buffers: shared hit=250',), ('Planning Time: 0.130 ms',), ('Execution Time: 2.134 ms',)]"
30000,HASH,3086.8334770202637,"[('Nested Loop  (cost=1432.81..1847.56 rows=1 width=1210) (actual time=1.870..1.889 rows=0 loops=1)',), ('  Buffers: shared hit=252',), ('  ->  Hash Join  (cost=1432.81..1839.53 rows=1 width=1185) (actual time=1.868..1.884 rows=0 loops=1)',), ('        Hash Cond: (t.table_id = ta.id_table)',), ('        Buffers: shared hit=252',), ('        ->  Seq Scan on task t  (cost=0.00..396.97 rows=2597 width=1086) (actual time=0.005..0.006 rows=1 loops=1)',), ('              Buffers: shared hit=1',), ('        ->  Hash  (cost=1432.79..1432.79 rows=2 width=107) (actual time=1.857..1.868 rows=0 loops=1)',), ('              Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('              Buffers: shared hit=251',), ('              ->  Hash Join  (cost=625.02..1432.79 rows=2 width=107) (actual time=1.854..1.864 rows=0 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=251',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..729.00 rows=30000 width=75) (actual time=0.002..0.003 rows=1 loops=1)',), ('                          Buffers: shared hit=1',), ('                    ->  Hash  (cost=625.00..625.00 rows=2 width=40) (actual time=1.847..1.851 rows=0 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 8kB',), ('                          Buffers: shared hit=250',), ('                          ->  Seq Scan on project p  (cost=0.00..625.00 rows=2 width=40) (actual time=1.844..1.846 rows=0 loops=1)',), ('                                Filter: (user_id = 1)',), ('                                Rows Removed by Filter: 30000',), ('                                Buffers: shared hit=250',), ('  ->  Index Scan using idx_user_id_hash on user_app ua  (cost=0.00..8.02 rows=1 width=33) (never executed)',), ('        Index Cond: (id_user = 1)',), ('Planning:',), ('  Buffers: shared hit=12',), ('Planning Time: 0.193 ms',), ('Execution Time: 1.913 ms',)]"
40000,No Index,12086.275100708008,"[('Hash Join  (cost=980.13..1521.85 rows=18 width=4178) (actual time=210.161..210.186 rows=0 loops=1)',), ('  Hash Cond: (t.table_id = ta.id_table)',), ('  Buffers: shared hit=1403',), ('  ->  Seq Scan on task t  (cost=0.00..528.58 rows=3458 width=1086) (actual time=0.006..51.268 rows=40000 loops=1)',), ('        Buffers: shared hit=494',), ('  ->  Hash  (cost=979.94..979.94 rows=15 width=3100) (actual time=106.182..106.200 rows=1 loops=1)',), ('        Buckets: 1024  Batches: 1  Memory Usage: 9kB',), ('        Buffers: shared hit=909',), ('        ->  Nested Loop  (cost=363.65..979.94 rows=15 width=3100) (actual time=49.784..106.182 rows=1 loops=1)',), ('              Buffers: shared hit=909',), ('              ->  Index Scan using user_app_pkey on user_app ua  (cost=0.28..8.29 rows=1 width=1036) (actual time=0.010..0.015 rows=1 loops=1)',), ('                    Index Cond: (id_user = 2)',), ('                    Buffers: shared hit=3',), ('              ->  Hash Join  (cost=363.38..971.49 rows=15 width=2072) (actual time=49.768..106.152 rows=1 loops=1)',), ('                    Hash Cond: (ta.project_id = p.id_project)',), ('                    Buffers: shared hit=906',), ('                    ->  Seq Scan on table_app ta  (cost=0.00..600.60 rows=2860 width=1040) (actual time=0.004..51.361 rows=40000 loops=1)',), ('                          Buffers: shared hit=572',), ('                    ->  Hash  (cost=363.23..363.23 rows=12 width=1040) (actual time=2.736..2.741 rows=1 loops=1)',), ('                          Buckets: 1024  Batches: 1  Memory Usage: 9kB',), ('                          Buffers: shared hit=334',), ('                          ->  Seq Scan on project p  (cost=0.00..363.23 rows=12 width=1040) (actual time=1.823..2.720 rows=1 loops=1)',), ('                                Filter: (user_id = 2)',), ('                                Rows Removed by Filter: 39999',), ('                                Buffers: shared hit=334',), ('Planning Time: 0.142 ms',), ('Execution Time: 210.213 ms',)]"
